,c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
387,Jefferson,Savarino,10.0,1994-08-18,Meio-Campo,Botafogo-Rj
388,Bruno,Zapelli,10.0,2000-06-01,Meio-Campo,Athletico-Pr
389,Rossicley,Silva,31.0,1990-08-28,Meio-Campo,Vasco
390,Ryan,,37.0,2001-08-27,Meio-Campo,Corinthians
391,Andre,,7.0,2001-07-16,Meio-Campo,Fluminense
392,Henry,Mosquera,30.0,1995-07-12,Atacante,Bragantino
393,Helio,Castro,11.0,1993-03-20,Meio-Campo,Bragantino
394,Vitor,Santos,28.0,1996-07-11,Atacante,Bragantino
395,Juan,Tavares,63.0,1995-12-11,Meio-Campo,Cuiaba
396,Nathan,,14.0,2001-09-05,Meio-Campo,Gremio
397,Pablo,Baianinho,62.0,1990-11-13,Meio-Campo,Vitoria
398,Guilherme,Romao,6.0,1997-10-01,Zagueiro,Atletico-Go
399,Liziero,,26.0,1998-02-07,Meio-Campo,Sao Paulo
400,Mateus,Claus,77.0,1994-08-03,Goleiro,Juventude
401,Oscar,Romero,70.0,1991-06-05,Meio-Campo,Botafogo-Rj
402,Erick,Farias,7.0,1993-01-30,Meio-Campo,Juventude
403,Alexsander,,5.0,2003-10-08,Meio-Campo,Fluminense
404,Victor,Luis,12.0,1993-06-23,Zagueiro,Vasco
405,Rayan,,77.0,1989-12-21,Atacante,Vasco
406,Lucao,,40.0,1996-03-23,Goleiro,Bragantino
407,Nathan,,45.0,2001-09-05,Zagueiro,Bragantino
408,Cadu,,42.0,2002-02-21,Atacante,Atletico-Mg
409,Edenilson,Santos,15.0,1992-03-19,Meio-Campo,Gremio
410,Caique,Santos,97.0,1999-03-12,Goleiro,Gremio
411,Marquinhos,,10.0,1994-05-08,Meio-Campo,Criciuma
412,Lucas,Sasha,88.0,1990-03-01,Meio-Campo,Fortaleza
413,Juan,Dinenno,19.0,1999-06-28,Atacante,Cruzeiro
414,Lautaro,Diaz,26.0,1993-04-20,Meio-Campo,Cruzeiro
415,Carlos,Pena,14.0,1992-03-11,Meio-Campo,Bahia
416,Cauly,,8.0,1991-10-16,Meio-Campo,Bahia
417,Thiaguinho,,8.0,1997-04-11,Meio-Campo,Juventude
418,Matheus,Goncalves,20.0,2005-08-18,Meio-Campo,Flamengo
419,Junior,Alonso,8.0,1993-02-09,Zagueiro,Atletico-Mg
420,Allan,Loureiro,28.0,1990-08-11,Meio-Campo,Botafogo-Rj
421,Gabriel,Silva,19.0,2002-07-03,Atacante,Vasco
422,Adson,,28.0,2000-10-06,Meio-Campo,Vasco
423,Alex,Santana,80.0,1995-05-13,Meio-Campo,Corinthians
424,David,Fonseca,7.0,2000-01-23,Meio-Campo,Vasco
425,Pedro,Silva,4.0,1997-02-16,Zagueiro,Atletico-Go
426,Luiz,Araujo,7.0,1994-09-27,Meio-Campo,Flamengo
427,Pedro,,9.0,1997-06-20,Atacante,Flamengo
428,Gustavo,Nonato,16.0,2000-04-05,Meio-Campo,Fluminense
429,Fabricio,Bustos,16.0,1996-04-28,Zagueiro,Internacional
430,Muriel,Becker,22.0,1999-01-29,Goleiro,Vitoria
431,Osvaldo,Filho,11.0,1995-02-03,Meio-Campo,Vitoria
432,Jose,Breno,50.0,2004-06-06,Meio-Campo,Vitoria
433,Raphael,Veiga,23.0,1995-06-19,Meio-Campo,Palmeiras
434,Victor,Cuesta,15.0,1988-11-19,Zagueiro,Bahia
435,Max,,22.0,1998-03-25,Atacante,Atletico-Go
436,Julio,Miranda,5.0,2000-02-12,Meio-Campo,Bahia
437,Gabriel,Inocencio,12.0,1994-08-20,Zagueiro,Juventude
438,Guga,,23.0,1998-08-29,Zagueiro,Fluminense
439,Caique,Goncalves,95.0,1991-07-12,Meio-Campo,Juventude
440,Gabriel,Teixeira,11.0,2001-04-01,Atacante,Bahia
441,Reynaldo,Moraes,40.0,1990-08-18,Zagueiro,Vitoria
442,Lawan,,33.0,2005-05-25,Atacante,Vitoria
443,Felipe,Carballo,8.0,1991-11-28,Meio-Campo,Gremio
444,Mauricio,,18.0,1988-09-20,Meio-Campo,Palmeiras
445,Igor,Gomes,3.0,1999-03-17,Zagueiro,Internacional
446,Damian,Suarez,22.0,1996-05-28,Zagueiro,Botafogo-Rj
447,Alisson,Santos,25.0,2002-09-27,Goleiro,Criciuma
448,Eder,Martins,23.0,1996-07-04,Atacante,Criciuma
449,Matias,Vina,17.0,1996-12-19,Zagueiro,Flamengo
450,Everton,Cebolinha,11.0,1996-03-22,Meio-Campo,Flamengo
451,Daniel,Junior,80.0,2002-05-09,Meio-Campo,Vitoria
452,Rafael,Monteiro,23.0,2004-02-14,Goleiro,Sao Paulo
453,Aldemir,Ferreira,47.0,1996-02-23,Meio-Campo,Sao Paulo
454,Nathan,Fernandes,32.0,2005-02-16,Atacante,Gremio
455,Abner,,23.0,1995-09-21,Zagueiro,Juventude
456,Eric,Rodrigues,7.0,1996-07-13,Meio-Campo,Bragantino
457,Vitinho,,22.0,1999-04-01,Meio-Campo,Cruzeiro
458,Carlos,Alves,33.0,1994-07-21,Atacante,Botafogo-Rj
459,Diego,Hernandez,77.0,1995-03-19,Atacante,Botafogo-Rj
460,Rodrigo,Battaglia,21.0,1998-04-17,Zagueiro,Atletico-Mg
461,Luiz,Gustavo,16.0,1994-02-12,Meio-Campo,Sao Paulo
462,Giovane,Nascimento,17.0,1996-08-04,Atacante,Corinthians
463,Bruno,Lopes,72.0,1995-05-19,Atacante,Vasco
464,Pedro,Raul,20.0,1996-11-05,Atacante,Corinthians
465,Danilo,Fernandes,1.0,1988-04-03,Goleiro,Bahia
466,Marcos,Victor,44.0,2001-12-26,Zagueiro,Bahia
467,Machado,,23.0,1996-01-20,Meio-Campo,Cruzeiro
468,Rony,,10.0,1995-05-11,Meio-Campo,Palmeiras
469,Lucas,Esquivel,37.0,1996-08-19,Zagueiro,Athletico-Pr
470,Bruno,Praxedes,21.0,1992-01-21,Meio-Campo,Vasco
471,Alan,Patrick,10.0,1991-05-13,Meio-Campo,Internacional
472,Tomas,Pochettino,7.0,1994-04-03,Meio-Campo,Fortaleza
473,Guilherme,Madruga,8.0,2000-11-11,Zagueiro,Cuiaba
474,Dudu,,21.0,1992-01-07,Meio-Campo,Vitoria
475,Caio,Conceicao,15.0,1990-12-03,Zagueiro,Vitoria
476,Lucas,Alario,31.0,1992-04-01,Atacante,Internacional
477,Robert,Renan,4.0,2003-10-11,Zagueiro,Internacional
478,Antonio,Capocasali,25.0,2000-04-29,Zagueiro,Fluminense
479,Gustavo,Prado,47.0,1998-04-06,Meio-Campo,Internacional
480,Douglas,Costa,90.0,1990-10-19,Meio-Campo,Fluminense
481,Daniel,Peixoto,72.0,1994-03-12,Meio-Campo,Juventude
482,Kaiky,Naves,34.0,1997-11-09,Zagueiro,Palmeiras
483,Nata,Felipe,36.0,1992-05-18,Zagueiro,Gremio
484,Mateo,Zuleta,19.0,1996-03-01,Meio-Campo,Atletico-Go
485,Romulo,,47.0,1987-05-22,Zagueiro,Atletico-Mg
486,Andre,Luis,97.0,1997-04-21,Atacante,Cuiaba
487,Rene,Martins,6.0,1998-04-05,Zagueiro,Internacional
488,Jan,Lucumi,17.0,1996-12-30,Atacante,Fluminense
489,Everton,Messias,55.0,2002-02-24,Atacante,Bragantino
490,Luciano,Gimenez,19.0,1990-10-12,Atacante,Cuiaba
491,Junior,Santos,11.0,1994-10-11,Atacante,Botafogo-Rj
492,Patrick,Paula,8.0,1999-09-08,Meio-Campo,Botafogo-Rj
493,Erick,Marcus,16.0,2004-03-01,Atacante,Vasco
494,Gatito,Fernandez,1.0,1988-03-22,Goleiro,Botafogo-Rj
495,Gabriel,Pires,22.0,1993-09-18,Meio-Campo,Fluminense
496,Hugo,Mallo,2.0,1995-08-04,Zagueiro,Internacional
497,Leo,Mana,35.0,2004-04-06,Zagueiro,Corinthians
498,Lucas,Kal,5.0,1996-03-16,Meio-Campo,Atletico-Go
499,Everton,,13.0,1988-12-11,Atacante,Gremio
500,Joaquin,Piquerez,22.0,1998-08-24,Zagueiro,Palmeiras
501,David,Terans,80.0,1994-08-11,Meio-Campo,Fluminense
502,Leo,Ortiz,3.0,1996-01-03,Meio-Campo,Flamengo
503,Lucas,Yorio,7.0,1995-05-07,Atacante,Athletico-Pr
504,Patryck,Lanza,36.0,2003-01-18,Zagueiro,Sao Paulo
505,Guilherme,Estrella,14.0,2006-04-22,Meio-Campo,Vasco
506,Allyson,Santos,3.0,1993-08-23,Zagueiro,Cuiaba
507,Gustavo,Nunes,39.0,1991-11-19,Meio-Campo,Gremio
508,Luiz,Almeida,1.0,1995-04-02,Goleiro,Criciuma
509,Charles,Aranguiz,20.0,1996-09-06,Meio-Campo,Internacional
510,Robert,,80.0,1991-09-04,Meio-Campo,Cruzeiro
511,Ze,Gabriel,23.0,1999-01-21,Meio-Campo,Vasco
512,Sergio,Junior,70.0,1993-07-20,Meio-Campo,Vasco
513,Mateus,Pasinato,14.0,1995-02-10,Goleiro,Cuiaba
514,Calebe,,10.0,2000-04-30,Meio-Campo,Fortaleza
515,Alex,Santana,80.0,1995-05-13,Meio-Campo,Athletico-Pr
516,Arthur,Viana,68.0,2004-02-12,Meio-Campo,Cruzeiro
517,Yarlen,,67.0,1991-09-11,Atacante,Botafogo-Rj
518,Matheus,Dias,41.0,2002-05-09,Meio-Campo,Internacional
519,Young,Moraes,50.0,1995-12-14,Goleiro,Sao Paulo
520,Joao,Caetano,4.0,1991-05-22,Zagueiro,Corinthians
521,Diego,Costa,4.0,1999-07-21,Zagueiro,Sao Paulo
522,Carlos,Miguel,22.0,1998-10-09,Goleiro,Corinthians
523,Victor,Hugo,29.0,2004-05-11,Meio-Campo,Flamengo
524,Marlon,,4.0,1994-02-13,Zagueiro,Fluminense
525,Ignacio,Laquintana,33.0,1991-01-05,Meio-Campo,Bragantino
526,Juan,Sforza,20.0,1998-02-04,Meio-Campo,Vasco
527,Giuliano,Galoppo,8.0,1999-06-18,Meio-Campo,Sao Paulo
528,Wesley,Franca,43.0,1990-07-26,Zagueiro,Flamengo
529,Mauricio,Lemos,4.0,1999-04-27,Zagueiro,Atletico-Mg
530,Luiz,Adriano,12.0,1996-06-09,Atacante,Vitoria
531,Ze,Vitor,30.0,2002-09-02,Meio-Campo,Athletico-Pr
532,Oscar,Estupinan,29.0,1992-02-19,Atacante,Bahia
533,Pedrinho,,38.0,1998-04-13,Meio-Campo,Atletico-Mg
534,Wesley,Teixeira,36.0,1994-05-17,Atacante,Corinthians
535,Werik,Popo,45.0,2001-10-17,Atacante,Juventude
536,Du,Queiroz,37.0,2000-01-07,Meio-Campo,Gremio
537,Iury,Castilho,7.0,1995-09-06,Atacante,Vitoria
538,Camutanga,,13.0,1993-09-27,Zagueiro,Vitoria
539,Endrick,,9.0,2006-07-21,Atacante,Palmeiras
540,Bruno,Uvini,25.0,1993-08-03,Zagueiro,Vitoria
541,Igor,Jesus,48.0,2003-03-07,Meio-Campo,Flamengo
542,Jemerson,Nascimento,34.0,1992-06-09,Zagueiro,Atletico-Mg
543,Bento,,1.0,1999-06-10,Goleiro,Athletico-Pr
544,Marcus,Alencar,77.0,1995-08-09,Meio-Campo,Fluminense
545,Gustavo,Mosquito,19.0,1993-08-24,Atacante,Corinthians
546,Rafael,Elias,19.0,1994-12-13,Atacante,Cruzeiro
547,Jefferson,Santos,47.0,1994-05-21,Atacante,Botafogo-Rj
548,Gabriel,Barros,19.0,2001-10-25,Atacante,Atletico-Go
549,Jose,Neto,2.0,1991-10-26,Zagueiro,Vitoria
550,John,Kennedy,9.0,2002-05-18,Atacante,Fluminense
551,Arthur,Gomes,11.0,1994-10-12,Atacante,Cruzeiro
552,Maycon,Barberan,7.0,1995-10-06,Meio-Campo,Corinthians
553,Vagner,Love,20.0,1984-06-11,Atacante,Atletico-Go
554,Joao,Pedro,11.0,1999-09-03,Atacante,Gremio
555,Mauricio,,27.0,1988-09-20,Meio-Campo,Internacional
556,Gary,Medel,17.0,1996-08-30,Zagueiro,Vasco
557,Leo,Realpe,2.0,1995-05-25,Zagueiro,Bragantino
558,Paulinho,,18.0,1988-07-25,Meio-Campo,Vasco
559,Gabriel,Pec,11.0,2001-02-11,Atacante,Vasco
560,Pablo,Castro,30.0,1993-10-07,Zagueiro,Flamengo
561,Jose,Ribeiro,16.0,1997-12-14,Zagueiro,Santos
562,Gabriel,Inocencio,12.0,1994-08-20,Meio-Campo,Santos
563,Lucas,Barbosa,45.0,2001-02-22,Zagueiro,Athletico-Pr
564,Vitor,Souza,31.0,1994-06-12,Zagueiro,Bahia
565,Nino,,33.0,1997-04-10,Zagueiro,Fluminense
566,Lucas,Ronier,98.0,2004-11-26,Atacante,Coritiba
567,Matheus,Nascimento,90.0,2004-03-03,Atacante,Botafogo-Rj
568,Pedro,Konzen,28.0,1991-08-24,Atacante,Internacional
569,Adyson,,44.0,2005-09-22,Meio-Campo,America-Mg
570,Eduardo,Simioni,36.0,1998-07-10,Atacante,Goias
571,Breno,,28.0,2000-09-01,Meio-Campo,America-Mg
572,Willian,,12.0,1986-11-19,Meio-Campo,Goias
573,Bruno,Alves,34.0,1991-04-16,Zagueiro,Gremio
574,Marlon,Gomes,25.0,2003-12-14,Meio-Campo,Vasco
575,Tomas,Rincon,25.0,1995-09-01,Meio-Campo,Santos
576,Rodrigo,Fernandez,14.0,1996-01-03,Meio-Campo,Santos
577,Carlos,Junior,25.0,1998-04-18,Zagueiro,Athletico-Pr
578,Joaquim,Henrique,28.0,1990-08-26,Zagueiro,Santos
579,Alfredo,Morelos,22.0,1991-01-03,Atacante,Santos
580,Kaio,Lima,37.0,1994-12-05,Meio-Campo,Coritiba
581,Matheus,Goncalves,25.0,2005-08-18,Atacante,Bragantino
582,Guilherme,,60.0,1995-04-13,Meio-Campo,Goias
583,Alesson,,27.0,1999-02-16,Atacante,Goias
584,Cristian,Tarouco,4.0,1995-02-08,Zagueiro,Fortaleza
585,Diego,,20.0,1985-02-28,Zagueiro,Goias
586,Matheus,Babi,9.0,1990-12-19,Atacante,Goias
587,Thiago,Galhardo,91.0,1989-07-20,Atacante,Fortaleza
588,Marlon,,6.0,1994-02-13,Zagueiro,America-Mg
589,Mateus,Henrique,36.0,2002-10-02,Zagueiro,America-Mg
590,Jory,,12.0,1993-01-21,Goleiro,America-Mg
591,Helibelton,Palacios,24.0,1995-03-25,Zagueiro,Cruzeiro
592,Luciano,Castan,4.0,1989-09-13,Zagueiro,Cruzeiro
593,Gabriel,Pires,14.0,1993-09-18,Meio-Campo,Botafogo-Rj
594,Diego,Costa,19.0,1999-07-21,Atacante,Botafogo-Rj
595,Neris,,27.0,1998-02-01,Zagueiro,Cruzeiro
596,Adryelson,,34.0,1998-03-23,Zagueiro,Botafogo-Rj
597,Lucas,Justen,46.0,1998-04-12,Zagueiro,Fluminense
598,Leanderson,Genesio,18.0,1992-08-30,Atacante,Fluminense
599,Carlos,Silva,4.0,1995-07-09,Zagueiro,Corinthians
600,Lucas,Verissimo,3.0,1997-06-15,Zagueiro,Corinthians
601,Gustavo,Campanharo,17.0,1995-12-13,Meio-Campo,Internacional
602,Gabriel,Moscardo,44.0,2005-09-28,Meio-Campo,Corinthians
603,Alerrandro,Souza,9.0,1997-09-16,Atacante,Bragantino
604,Romulo,Cruz,35.0,1996-05-11,Atacante,Athletico-Pr
605,Matheus,Nascimento,42.0,2004-03-03,Zagueiro,Athletico-Pr
606,Hugo,Moura,17.0,1998-01-03,Meio-Campo,Athletico-Pr
607,Ian,Luccas,20.0,2003-02-11,Meio-Campo,Cruzeiro
608,Julian,Palacios,10.0,1992-09-13,Atacante,Goias
609,Apodi,,22.0,1986-12-13,Atacante,Goias
610,Eder,,33.0,1986-11-15,Zagueiro,America-Mg
611,Julio,Goncalves,18.0,1997-04-16,Zagueiro,America-Mg
612,Thalisson,Gabriel,14.0,2002-01-20,Zagueiro,Coritiba
613,Andrey,,7.0,1998-02-15,Meio-Campo,Coritiba
614,Jamerson,Bahia,83.0,1998-05-08,Zagueiro,Coritiba
615,Robson,Fernandes,30.0,1991-05-30,Meio-Campo,Coritiba
616,Benjamin,Kuscevic,13.0,1996-05-02,Zagueiro,Coritiba
617,Talles,Costa,37.0,2002-08-02,Meio-Campo,Sao Paulo
618,Rafael,Ratao,11.0,1994-03-14,Atacante,Bahia
619,Lucas,Beraldo,35.0,1997-05-11,Zagueiro,Sao Paulo
620,Caio,Paulista,38.0,1998-05-11,Atacante,Sao Paulo
621,Lucas,Mugni,19.0,1992-01-12,Meio-Campo,Bahia
622,Johnny,Cardoso,30.0,1999-11-10,Meio-Campo,Internacional
623,Raniele,,14.0,1996-12-31,Meio-Campo,Cuiaba
624,Douglas,Moreira,19.0,1999-08-10,Meio-Campo,Santos
625,Manuel,Capasso,22.0,1993-04-11,Zagueiro,Vasco
626,Bruno,Melo,19.0,1992-10-26,Zagueiro,Goias
627,Magno,Silva,2.0,1990-09-28,Zagueiro,Goias
628,Gustavo,Garcia,32.0,2002-01-04,Zagueiro,Palmeiras
629,Erison,Souza,49.0,1998-02-11,Atacante,Sao Paulo
630,Matheuzinho,,34.0,2000-09-08,Zagueiro,Flamengo
631,Emmanuel,Martinez,5.0,1994-06-04,Meio-Campo,America-Mg
632,Everaldo,,37.0,1994-05-28,Meio-Campo,America-Mg
633,Martin,Benitez,10.0,1994-06-17,Meio-Campo,America-Mg
634,Leo,Ortiz,3.0,1996-01-03,Zagueiro,Bragantino
635,Mauricio,Prado,27.0,1994-12-09,Meio-Campo,Internacional
636,Luiz,Adriano,9.0,1992-11-20,Atacante,Internacional
637,Jean,Oliveira,8.0,1992-01-22,Meio-Campo,Santos
638,Gustavo,Nonato,7.0,1991-10-07,Meio-Campo,Santos
639,Lucas,Lima,23.0,1990-07-09,Meio-Campo,Santos
640,Luis,Suarez,9.0,1993-11-12,Atacante,Gremio
641,Edenilson,Santos,8.0,1999-04-21,Meio-Campo,Atletico-Mg
642,Fabio,Silva,2.0,1980-12-24,Meio-Campo,Gremio
643,Diogo,Barbosa,18.0,1992-08-17,Atacante,Coritiba
644,Sebastian,Gomez,19.0,2000-03-02,Meio-Campo,Coritiba
645,Robson,Bambu,30.0,1997-11-12,Zagueiro,Vasco
646,Renato,Augusto,8.0,1988-02-08,Meio-Campo,Corinthians
647,Thiago,Maia,8.0,1997-03-22,Meio-Campo,Flamengo
648,Hugo,,16.0,2001-09-20,Zagueiro,Botafogo-Rj
649,David,Fonseca,22.0,1997-11-23,Meio-Campo,Sao Paulo
650,Gabriel,Neves,20.0,1997-08-11,Meio-Campo,Sao Paulo
651,Nathan,,45.0,2001-09-05,Zagueiro,Sao Paulo
652,David,Duarte,33.0,1994-01-24,Zagueiro,Bahia
653,Imanol,Machuca,39.0,1998-06-30,Meio-Campo,Fortaleza
654,Deyverson,,16.0,1991-05-08,Atacante,Cuiaba
655,Lucas,Halter,3.0,2000-05-02,Zagueiro,Goias
656,Everton,Morelli,40.0,1997-11-04,Meio-Campo,Goias
657,Lucas,Kal,21.0,1996-03-16,Meio-Campo,America-Mg
658,Bruno,Mendez,25.0,1999-09-10,Zagueiro,Corinthians
659,Ruan,Oliveira,33.0,2000-03-23,Meio-Campo,Corinthians
660,Matheus,Jussa,18.0,1994-02-03,Meio-Campo,Cruzeiro
661,Reynaldo,Moraes,4.0,1993-05-16,Zagueiro,Coritiba
662,Marcelino,Moreno,10.0,1993-01-07,Meio-Campo,Coritiba
663,Camilo,Candido,38.0,1990-08-30,Zagueiro,Bahia
664,Rikelme,,20.0,2003-07-16,Meio-Campo,Cuiaba
665,Everson,Pires,22.0,1999-10-09,Goleiro,Atletico-Mg
666,Fabio,Santos,6.0,1985-09-16,Zagueiro,Corinthians
667,Vanderlan,,6.0,2002-09-07,Zagueiro,Palmeiras
668,Juan,Silva,31.0,1996-07-11,Atacante,Sao Paulo
669,Allano,,77.0,1999-08-29,Atacante,Goias
670,Willian,Farias,8.0,1989-06-06,Meio-Campo,Coritiba
671,Henrique,Buss,3.0,1999-06-13,Zagueiro,Coritiba
672,Natanael,,16.0,1990-12-25,Zagueiro,Coritiba
673,Filipe,Luis,16.0,1985-08-09,Zagueiro,Flamengo
674,Bruno,Rodrigues,9.0,1997-03-07,Atacante,Cruzeiro
675,Luan,Teixeira,13.0,1996-10-16,Zagueiro,Palmeiras
676,Jhonatan,Rosa,40.0,1994-07-02,Meio-Campo,Palmeiras
677,Alexandre,Egea,16.0,1994-10-05,Meio-Campo,America-Mg
678,Danilo,Avelar,22.0,1989-06-09,Zagueiro,America-Mg
679,Nata,,36.0,2001-06-05,Zagueiro,Gremio
680,Marcos,Vinicios,27.0,2000-05-29,Atacante,Bragantino
681,Hugo,,66.0,2001-09-20,Zagueiro,Goias
682,Leonel,Placido,24.0,1999-02-16,Zagueiro,Botafogo-Rj
683,Artur,Guimaraes,14.0,1995-03-22,Atacante,Palmeiras
684,Victor,Cuesta,15.0,1988-11-19,Zagueiro,Botafogo-Rj
685,Pedro,Neves,32.0,1992-07-05,Atacante,Fortaleza
686,Gonzalo,Escobar,33.0,1996-11-28,Zagueiro,Fortaleza
687,Islam,Slimani,9.0,1991-08-04,Atacante,Coritiba
688,Lucas,Ribeiro,30.0,1999-01-19,Zagueiro,Santos
689,Vitor,Bueno,8.0,1994-09-05,Meio-Campo,Athletico-Pr
690,Leo,Fernandez,17.0,1993-03-26,Meio-Campo,Fluminense
691,David,Braz,44.0,1987-05-21,Zagueiro,Fluminense
692,Fausto,Vera,5.0,2000-03-26,Meio-Campo,Corinthians
693,Giuliano,Paula,20.0,2000-03-12,Meio-Campo,Corinthians
694,Marcos,Leonardo,9.0,2003-05-02,Atacante,Santos
695,Matias,Rojas,10.0,1996-03-06,Meio-Campo,Corinthians
696,Matheus,Bianqui,17.0,1998-01-31,Meio-Campo,Coritiba
697,Hayner,,2.0,1995-10-02,Zagueiro,Coritiba
698,Keiller,,1.0,1996-10-09,Goleiro,Internacional
699,Cauan,Barros,88.0,1998-02-14,Meio-Campo,Vasco
700,Pablo,Maia,29.0,2002-01-10,Meio-Campo,Sao Paulo
701,Gabriel,Grando,12.0,1993-01-29,Goleiro,Gremio
702,Fransergio,,15.0,1994-05-28,Meio-Campo,Coritiba
703,Julio,Furch,11.0,1996-01-23,Atacante,Santos
704,Carlos,Pena,14.0,1992-03-11,Meio-Campo,Internacional
705,Aldemir,Ferreira,10.0,1993-04-29,Atacante,Gremio
706,Everton,Ribeiro,7.0,1989-04-10,Meio-Campo,Flamengo
707,Raphael,Veiga,23.0,1995-06-19,Meio-Campo,Palmeiras
708,Nicolas,,30.0,1997-07-24,Zagueiro,America-Mg
709,Cristian,Pavon,9.0,1996-01-21,Meio-Campo,Atletico-Mg
710,Aderlan,Silva,13.0,2000-02-25,Zagueiro,Bragantino
711,Joao,Sa,7.0,1999-05-18,Meio-Campo,Botafogo-Rj
712,Ricardo,Silva,45.0,1992-08-03,Zagueiro,America-Mg
713,Esteban,Burgos,26.0,1995-06-17,Zagueiro,America-Mg
714,Wesley,Gassova,36.0,1997-04-18,Meio-Campo,Corinthians
715,Wellington,Paulista,9.0,1983-04-22,Atacante,America-Mg
716,Raul,Bicalho,34.0,1997-07-21,Zagueiro,Bahia
717,Josue,,48.0,1990-11-26,Meio-Campo,Gremio
718,Tadeu,Ferreira,23.0,1995-05-24,Goleiro,Goias
719,Raphael,Guzzo,5.0,1997-08-26,Meio-Campo,Goias
720,Pedro,Santos,27.0,1994-04-22,Meio-Campo,Corinthians
721,Luan,Patrick,30.0,2002-01-20,Zagueiro,Bragantino
722,Joao,Paulo,34.0,1995-06-29,Goleiro,Santos
723,Kevin,,37.0,1997-09-07,Meio-Campo,Palmeiras
724,Wesley,Silva,11.0,1991-07-17,Atacante,Cruzeiro
725,Lucca,Tavares,45.0,1991-08-23,Atacante,Internacional
726,Sidimar,Sigolini,4.0,1994-05-02,Zagueiro,Goias
727,Oliveira,,6.0,1981-10-17,Meio-Campo,Cruzeiro
728,Guilherme,Camacho,29.0,1997-10-26,Meio-Campo,Santos
729,Nicolas,Hernandez,22.0,1998-01-18,Zagueiro,Internacional
730,Figueiredo,,15.0,2001-08-14,Atacante,Vasco
731,Bruno,Santos,13.0,1996-11-18,Meio-Campo,Goias
732,Lucas,Perri,12.0,1997-12-10,Goleiro,Botafogo-Rj
733,Yeferson,Soteldo,10.0,1997-06-30,Atacante,Santos
734,Sebastian,Ferreira,9.0,1993-08-02,Atacante,Vasco
735,Washington,Aguerre,93.0,1993-01-07,Goleiro,America-Mg
736,Fernando,Pereira,15.0,1991-03-26,Meio-Campo,Cruzeiro
737,Marcelo,Malaquias,5.0,1996-04-30,Zagueiro,Fortaleza
738,Lucas,Besozzi,22.0,1994-09-29,Atacante,Gremio
739,Victor,Luis,26.0,1993-06-23,Zagueiro,Coritiba
740,Luan,Santos,8.0,1998-08-31,Meio-Campo,Sao Paulo
741,Oscar,Mendez,23.0,1992-08-02,Meio-Campo,America-Mg
742,Felipe,Azevedo,11.0,1987-01-10,Atacante,America-Mg
743,Iago,Maidana,3.0,1992-01-27,Zagueiro,America-Mg
744,Andreas,Samaris,22.0,1998-11-08,Meio-Campo,Coritiba
745,Rodriguinho,,18.0,1988-03-27,Meio-Campo,Sao Paulo
746,Lucas,Rafael,45.0,1996-09-25,Zagueiro,Bragantino
747,Rodrigo,Varanda,65.0,2003-01-11,Atacante,America-Mg
748,Rodriguinho,,75.0,1988-03-27,Meio-Campo,America-Mg
749,Bruno,Gomes,6.0,2001-04-04,Meio-Campo,Coritiba
750,Thiago,Dombroski,55.0,2002-06-20,Zagueiro,Coritiba
751,Joao,Basso,2.0,1994-03-22,Zagueiro,Santos
752,Junior,Caicara,80.0,1992-09-22,Zagueiro,Santos
753,Gabriel,Franco,23.0,1997-03-02,Meio-Campo,Internacional
754,Stiven,Mendoza,20.0,1992-06-27,Meio-Campo,Santos
755,Ze,Vitor,44.0,2002-09-02,Zagueiro,Vasco
756,Vitor,Roque,9.0,2005-02-28,Atacante,Athletico-Pr
757,Cuiabano,,54.0,2003-02-16,Zagueiro,Gremio
758,Yony,Gonzalez,15.0,1990-11-15,Meio-Campo,Fluminense
759,Arturo,Vidal,23.0,1987-05-22,Meio-Campo,Athletico-Pr
760,Vinicius,Kaue,21.0,2003-03-01,Zagueiro,Athletico-Pr
761,Juninho,,8.0,1987-10-23,Meio-Campo,America-Mg
762,Matheus,Belem,44.0,2003-03-13,Zagueiro,Sao Paulo
763,Gonzalo,Mastriani,17.0,1993-04-28,Atacante,America-Mg
764,Vinicius,Mingotti,21.0,2000-01-07,Atacante,Bahia
765,Janderson,,39.0,1999-02-26,Atacante,Botafogo-Rj
766,Yani,Quintero,14.0,2002-07-17,Meio-Campo,Bragantino
767,Anderson,Silva,70.0,1994-05-15,Atacante,Goias
768,Gabriel,Dias,13.0,1994-05-10,Zagueiro,Vasco
769,Guilherme,Biro,26.0,2004-04-20,Atacante,Corinthians
770,Leo,Jardim,1.0,1990-11-13,Goleiro,Vasco
771,Luca,Orellano,14.0,1998-10-10,Meio-Campo,Vasco
772,Gilberto,Junior,99.0,1990-09-09,Atacante,Cruzeiro
773,Jandrei,,93.0,1993-03-01,Goleiro,Sao Paulo
774,Daniel,Simoes,55.0,1996-06-23,Meio-Campo,Fluminense
775,Daniel,Borges,20.0,1993-03-23,Zagueiro,America-Mg
776,Ryan,,66.0,2001-08-27,Zagueiro,Bahia
777,Philipe,Sampaio,94.0,1994-11-11,Zagueiro,Botafogo-Rj
778,Uendel,Goncalves,6.0,1995-06-27,Zagueiro,Cuiaba
779,Leo,Cittadini,18.0,1994-02-27,Meio-Campo,Bahia
780,Vitor,Jacare,29.0,1999-10-24,Atacante,Bahia
